description,label,filename,data
resized (120x120)fire0or1 images in rgb,0,coast_bea5.jpg,"[[0.27407396 0.27429138 0.27268365 ... 0.02055269 0.01694241 0.01848424]
 [0.26153371 0.26044929 0.26933668 ... 0.01957942 0.02162876 0.03597017]
 [0.28575438 0.2852192  0.28241338 ... 0.02288136 0.03661473 0.02976372]
 ...
 [0.91438906 0.87938236 0.89089615 ... 0.18287589 0.15296025 0.1338709 ]
 [0.85994071 0.87981773 0.68297328 ... 0.09735544 0.08308471 0.12324972]
 [0.85148109 0.81051038 0.86062505 ... 0.32863912 0.32731541 0.32964465]]"
resized (120x120)fire0or1 images in rgb,0,coast_bea9.jpg,"[[0.05687641 0.06687156 0.09146041 ... 0.17777157 0.19987194 0.24599857]
 [0.08530239 0.08671659 0.08487992 ... 0.15967626 0.14752383 0.18135029]
 [0.08319753 0.08476421 0.08315615 ... 0.14301047 0.15607524 0.14566354]
 ...
 [0.59624763 0.58850956 0.5917867  ... 0.4222906  0.46119536 0.36764958]
 [0.53038454 0.5030902  0.56569758 ... 0.29744604 0.28153064 0.2699789 ]
 [0.52601037 0.51629625 0.50051215 ... 0.34111508 0.33625895 0.32140389]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc1000.jpg,"[[0.20779834 0.21066308 0.22185888 ... 0.43243506 0.43937206 0.44943002]
 [0.20066177 0.20305595 0.21277705 ... 0.4375878  0.44208373 0.45043227]
 [0.19845917 0.20171952 0.21053186 ... 0.44880084 0.44832921 0.45405536]
 ...
 [0.03141658 0.03492343 0.03921191 ... 0.15298031 0.16733268 0.18508992]
 [0.03570447 0.03724971 0.0386762  ... 0.15363149 0.1251202  0.13260346]
 [0.03895713 0.03469023 0.02663501 ... 0.04212637 0.03155702 0.03028903]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc123.jpg,"[[0.64051486 0.63255884 0.64057581 ... 0.6612174  0.66396189 0.67454935]
 [0.63714771 0.62906628 0.6370402  ... 0.65525998 0.65728586 0.66811369]
 [0.63667042 0.62858362 0.63690807 ... 0.65924587 0.66246758 0.67149492]
 ...
 [0.80362708 0.78691807 0.78865499 ... 0.82028919 0.81716551 0.82911136]
 [0.79677197 0.78674534 0.78868455 ... 0.81871871 0.81205104 0.82007904]
 [0.77918058 0.79175164 0.79965664 ... 0.83133458 0.82307329 0.82913982]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc706.jpg,"[[0.16783157 0.16783157 0.16783157 ... 0.45078549 0.45749638 0.47008912]
 [0.17083443 0.17083443 0.17083443 ... 0.43323938 0.43731733 0.44711211]
 [0.17500679 0.17500679 0.17500679 ... 0.43729939 0.43787425 0.44656028]
 ...
 [0.18619668 0.11009572 0.197669   ... 0.1749977  0.12898816 0.27653842]
 [0.17214813 0.18636151 0.2443899  ... 0.32580253 0.19556146 0.14267293]
 [0.19156341 0.30597833 0.22387787 ... 0.31778182 0.30282816 0.08778607]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc821.jpg,"[[0.22950131 0.21748281 0.22376126 ... 0.28583356 0.28856677 0.29283699]
 [0.22374656 0.21879044 0.22794473 ... 0.28348217 0.28225877 0.28941615]
 [0.23397793 0.23866027 0.25039618 ... 0.28845405 0.28344132 0.29478875]
 ...
 [0.05301576 0.10665155 0.09861085 ... 0.33081611 0.33669429 0.44064002]
 [0.06533774 0.05819531 0.09211956 ... 0.36373632 0.35244025 0.32071022]
 [0.04300161 0.04173078 0.08796292 ... 0.30489595 0.27228397 0.2526682 ]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc825.jpg,"[[0.76586861 0.76726429 0.77911642 ... 0.62956611 0.62888418 0.62822223]
 [0.76989659 0.76750745 0.7734055  ... 0.61649228 0.61565306 0.61526755]
 [0.77966142 0.77771957 0.78552327 ... 0.62651681 0.62553012 0.62529281]
 ...
 [0.33884713 0.36031299 0.3536133  ... 0.32341689 0.32521498 0.32660205]
 [0.38311124 0.37034634 0.37752512 ... 0.31858855 0.33516914 0.33931674]
 [0.32758517 0.33741943 0.32969679 ... 0.33131899 0.3336076  0.33083229]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc830.jpg,"[[0.3250975  0.31656797 0.32459364 ... 0.29390764 0.2923225  0.29707689]
 [0.31901372 0.31000536 0.31898249 ... 0.28275239 0.28202538 0.28565468]
 [0.32072474 0.31191506 0.32128316 ... 0.28668811 0.28552879 0.28938784]
 ...
 [0.21683092 0.16650917 0.17715021 ... 0.01176471 0.01176471 0.01176471]
 [0.54537697 0.42513844 0.27661055 ... 0.01176471 0.01176471 0.01176471]
 [0.22636436 0.20817012 0.27071059 ... 0.01176471 0.01176471 0.01176471]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc838.jpg,"[[0.21402333 0.20722005 0.20448107 ... 0.3490866  0.34796944 0.3559362 ]
 [0.21351423 0.20930058 0.20823856 ... 0.39102475 0.36880857 0.3756532 ]
 [0.2133414  0.2113477  0.21426255 ... 0.43316263 0.4069981  0.40640343]
 ...
 [0.14303714 0.19921032 0.30078968 ... 0.04532228 0.04401841 0.03655645]
 [0.0679819  0.07441726 0.07367657 ... 0.08353691 0.08693216 0.12957021]
 [0.02518472 0.06692439 0.07772545 ... 0.23278481 0.24073256 0.26745386]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc841.jpg,"[[0.41287688 0.42882923 0.42684024 ... 0.12760007 0.12931489 0.13656961]
 [0.33246815 0.34296495 0.36106731 ... 0.1313279  0.13338998 0.14016461]
 [0.29199992 0.30483473 0.29982108 ... 0.14439165 0.14598258 0.1534137 ]
 ...
 [0.15487402 0.13110567 0.0822959  ... 0.0874613  0.10764929 0.1164488 ]
 [0.14450084 0.11574728 0.12158933 ... 0.06344795 0.08933796 0.1250309 ]
 [0.09880698 0.06637965 0.11071738 ... 0.07551883 0.10188006 0.09298331]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc845.jpg,"[[0.69409085 0.68187157 0.68399846 ... 0.53057494 0.52969695 0.53407436]
 [0.68469253 0.67225679 0.67454884 ... 0.52704905 0.52599884 0.52980044]
 [0.69241252 0.68044427 0.68052468 ... 0.52493715 0.52431829 0.52789122]
 ...
 [0.08684605 0.09893781 0.10041009 ... 0.05750532 0.06436705 0.09956484]
 [0.08380226 0.08401565 0.11535592 ... 0.04482487 0.07911038 0.09661217]
 [0.09111334 0.10890826 0.13235099 ... 0.04279168 0.06592446 0.10389735]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc848.jpg,"[[0.13221366 0.13221366 0.13221366 ... 0.22245112 0.22245112 0.22245112]
 [0.1347254  0.1347254  0.1347254  ... 0.21904905 0.21904905 0.21904905]
 [0.13900908 0.13900908 0.13900908 ... 0.22223682 0.22223682 0.22223682]
 ...
 [0.08387943 0.05425318 0.05737576 ... 0.11426353 0.08535132 0.0916335 ]
 [0.06823174 0.09764635 0.08890782 ... 0.17152242 0.14444494 0.12457385]
 [0.0921301  0.09141963 0.1160462  ... 0.18463396 0.13114198 0.11612775]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc850.jpg,"[[0.67283431 0.6722154  0.66772867 ... 0.14805451 0.14805451 0.14805451]
 [0.60226243 0.6104972  0.62233867 ... 0.14805451 0.14805451 0.14805451]
 [0.5620852  0.57446099 0.57398386 ... 0.14805451 0.14805451 0.14805451]
 ...
 [0.06392701 0.07062621 0.09040436 ... 0.20388221 0.22330764 0.19505471]
 [0.08242612 0.07762017 0.09027246 ... 0.17225102 0.18300883 0.20263342]
 [0.09022501 0.09668117 0.09182554 ... 0.11444803 0.11922446 0.12676684]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc851.jpg,"[[0.82930245 0.79964819 0.78851631 ... 0.13350753 0.12934915 0.12989881]
 [0.8310182  0.82103203 0.8297658  ... 0.14800333 0.13877776 0.13827802]
 [0.84417898 0.83593827 0.83499002 ... 0.16819571 0.16417772 0.16530931]
 ...
 [0.19109101 0.18498103 0.18285613 ... 0.01119922 0.01119922 0.01119922]
 [0.15312271 0.14037299 0.13244716 ... 0.01122508 0.01122508 0.01122508]
 [0.07498882 0.08093319 0.08221461 ... 0.01171621 0.01171621 0.01171621]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc853.jpg,"[[0.7930717  0.78479786 0.78463434 ... 0.7868678  0.78029565 0.78883118]
 [0.77993861 0.77357038 0.77683869 ... 0.78340168 0.77866626 0.78768766]
 [0.77869496 0.77458    0.78074672 ... 0.78160557 0.7771828  0.78613142]
 ...
 [0.01568627 0.01568627 0.01568627 ... 0.04840412 0.02882347 0.02286246]
 [0.01568627 0.01568627 0.01568627 ... 0.05077738 0.01612256 0.02101644]
 [0.01568627 0.01568627 0.01568627 ... 0.07155537 0.04077806 0.01942115]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc860.jpg,"[[0.5331775  0.36250128 0.32675954 ... 0.43346032 0.36924285 0.32771056]
 [0.60028674 0.46973794 0.35649805 ... 0.45294999 0.40366648 0.4143692 ]
 [0.61643809 0.52157152 0.45733175 ... 0.50251246 0.51561479 0.56347494]
 ...
 [0.20467145 0.20771902 0.1880006  ... 0.30575897 0.40554981 0.3912436 ]
 [0.1860134  0.16675085 0.1600866  ... 0.54136285 0.52414385 0.62443274]
 [0.17968162 0.19031461 0.17127301 ... 0.6661775  0.7664545  0.72586921]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc862.jpg,"[[0.08951023 0.08657645 0.08413091 ... 0.053273   0.053273   0.053273  ]
 [0.09402418 0.09175988 0.08853176 ... 0.05755685 0.05755685 0.05755685]
 [0.09909423 0.09699314 0.09454938 ... 0.06256409 0.06256409 0.06256409]
 ...
 [0.46918486 0.45664374 0.45758296 ... 0.6424815  0.68868708 0.68223046]
 [0.45985528 0.44595296 0.44260682 ... 0.64036634 0.68671648 0.70993231]
 [0.44410845 0.44888133 0.47497478 ... 0.62746148 0.69817629 0.71269653]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc866.jpg,"[[0.33791548 0.31644375 0.30849791 ... 0.23038581 0.23010673 0.23010673]
 [0.34516611 0.34543931 0.34448312 ... 0.22787408 0.227595   0.227595  ]
 [0.30084162 0.3389884  0.34231161 ... 0.22359039 0.22331131 0.22331131]
 ...
 [0.72454865 0.7027012  0.65699709 ... 0.45621568 0.4479052  0.45633334]
 [0.74200837 0.69278962 0.64395094 ... 0.48357681 0.47771087 0.4689037 ]
 [0.75275403 0.74747977 0.73471276 ... 0.47936814 0.47776224 0.48290454]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc871.jpg,"[[0.22370725 0.22370725 0.22370725 ... 0.25315929 0.25162983 0.2567225 ]
 [0.22974429 0.22974429 0.22974429 ... 0.25888836 0.25850996 0.26250893]
 [0.23568568 0.23568568 0.23568568 ... 0.26633164 0.26512854 0.27024865]
 ...
 [0.03133918 0.03133918 0.03133918 ... 0.09775907 0.05133594 0.04717499]
 [0.03137255 0.03137255 0.03137255 ... 0.05250498 0.04678578 0.05947929]
 [0.03137255 0.03137255 0.03137255 ... 0.03215392 0.04006198 0.05117521]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc873.jpg,"[[0.02308494 0.01962437 0.02110667 ... 0.02174138 0.02177015 0.02179892]
 [0.27045106 0.26663912 0.2677244  ... 0.22777502 0.22775043 0.22772584]
 [0.3473635  0.34350907 0.34433171 ... 0.29508973 0.29511444 0.29513914]
 ...
 [0.43584938 0.43221892 0.43294944 ... 0.42261503 0.42542789 0.4286444 ]
 [0.38711554 0.38355577 0.38433559 ... 0.37154291 0.37335624 0.37575138]
 [0.040847   0.03763853 0.03845231 ... 0.03632294 0.03722184 0.03840945]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc878.jpg,"[[0.03588469 0.02974627 0.03308817 ... 0.03067916 0.03288678 0.03729409]
 [0.40553874 0.39956595 0.40266377 ... 0.40786031 0.41060568 0.4169485 ]
 [0.53321089 0.52702168 0.53068732 ... 0.53239949 0.5339153  0.5413479 ]
 ...
 [0.330216   0.33529278 0.31034595 ... 0.42378611 0.4984063  0.54442636]
 [0.303027   0.29669279 0.21074643 ... 0.37764486 0.41614182 0.46386142]
 [0.03913535 0.04334476 0.03376548 ... 0.04485421 0.04475128 0.04762902]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc889.jpg,"[[0.63255608 0.62607496 0.62619265 ... 0.61195829 0.61106735 0.6183627 ]
 [0.62228764 0.615808   0.61684973 ... 0.59633692 0.59554348 0.60283979]
 [0.62241032 0.61593067 0.61697064 ... 0.60606497 0.60600857 0.61412002]
 ...
 [0.42137963 0.39240075 0.45192564 ... 0.25065626 0.14967585 0.17276177]
 [0.39969967 0.46184695 0.52131259 ... 0.2529988  0.27164085 0.26862952]
 [0.41495457 0.42052632 0.42115977 ... 0.36839997 0.39141195 0.41308   ]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc891.jpg,"[[0.27416527 0.2737323  0.27156854 ... 0.28822834 0.29306619 0.30682139]
 [0.28675588 0.28370223 0.27833421 ... 0.32264218 0.3277297  0.34085287]
 [0.288983   0.28878843 0.28835311 ... 0.33331057 0.33775319 0.34966833]
 ...
 [0.03529412 0.03529412 0.03529412 ... 0.04066011 0.04066011 0.04066011]
 [0.03529412 0.03529412 0.03529412 ... 0.03626652 0.03626652 0.03626652]
 [0.03529412 0.03529412 0.03529412 ... 0.03567057 0.03567057 0.03567057]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc900.jpg,"[[0.92774429 0.91714712 0.9200764  ... 0.62174088 0.61166844 0.60476768]
 [0.91441885 0.90372424 0.90575118 ... 0.60482877 0.5948599  0.58881663]
 [0.91807445 0.90688377 0.90659929 ... 0.59569184 0.58566852 0.57970016]
 ...
 [0.32838796 0.30143929 0.29370071 ... 0.21227371 0.13986695 0.13755752]
 [0.24436825 0.21051481 0.22177309 ... 0.11913375 0.09574455 0.03786327]
 [0.26609194 0.25394833 0.20299535 ... 0.19808359 0.19006133 0.16014708]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc906.jpg,"[[0.94530742 0.93351435 0.9360435  ... 0.84234537 0.83508012 0.83837776]
 [0.94257544 0.93037571 0.93312921 ... 0.80528521 0.79700406 0.80001321]
 [0.93865408 0.92675965 0.92716868 ... 0.78232342 0.77779984 0.78119361]
 ...
 [0.16695558 0.23028185 0.12507018 ... 0.29285958 0.33673759 0.30556382]
 [0.22932786 0.17966257 0.03672733 ... 0.39148438 0.34298649 0.30271663]
 [0.23826326 0.20036716 0.04827782 ... 0.31605836 0.35125943 0.32698329]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc916.jpg,"[[0.94942937 0.93789901 0.93349161 ... 0.74626652 0.73951477 0.7591459 ]
 [0.93069188 0.92364031 0.92631337 ... 0.73701815 0.73007053 0.74843604]
 [0.92333847 0.92101812 0.92962991 ... 0.73806722 0.73107537 0.75057682]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.30606478 0.29285592 0.28805258]
 [0.00784314 0.00784314 0.00784314 ... 0.30896912 0.30406601 0.30670997]
 [0.00784314 0.00784314 0.00784314 ... 0.32605351 0.31778416 0.31561382]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc922.jpg,"[[0.79566149 0.78238331 0.79214918 ... 0.68486181 0.67623413 0.68482497]
 [0.78040198 0.77030299 0.77925618 ... 0.66771805 0.65969403 0.6675916 ]
 [0.77120934 0.76938083 0.77629016 ... 0.65818566 0.65099788 0.65814286]
 ...
 [0.33314604 0.33374724 0.33596084 ... 0.17234922 0.15923797 0.16014562]
 [0.34177427 0.34106891 0.33992268 ... 0.16208724 0.14808318 0.14699747]
 [0.35253135 0.34430127 0.33493367 ... 0.15592339 0.14855082 0.15229086]]"
resized (120x120)fire0or1 images in rgb,0,coast_cdmc923.jpg,"[[0.80891794 0.79716478 0.7987248  ... 0.80957043 0.8108528  0.82532119]
 [0.80544758 0.79343463 0.79532785 ... 0.80421561 0.80728463 0.82159132]
 [0.80297212 0.79220654 0.79234461 ... 0.80108958 0.80171246 0.81563442]
 ...
 [0.5352061  0.51744039 0.52284354 ... 0.55308282 0.54716649 0.5649075 ]
 [0.53628821 0.52491119 0.5244657  ... 0.5369321  0.52942932 0.55055183]
 [0.54844862 0.54068243 0.53635667 ... 0.5845185  0.57988484 0.58900832]]"
